age,income,score,height,weight,category,city,education,description,comments,registration_date,last_activity,is_active,has_subscription
38,55205.311167354535,72.48564993150171,173.01918263049276,75.87232559695751,D,Chicago,High School,This is sample text description 913 with various content,Comment 913: Some feedback about the product or service,2024-11-14,2025-06-27 01:26:47,True,False
28,42772.28465636324,87.76470196507815,159.28143197767523,61.19825455735772,B,Chicago,Bachelor,This is sample text description 914 with various content,Comment 914: Some feedback about the product or service,2025-05-08,2025-06-19 01:26:47,True,True
77,40997.97732619552,4.165681838268243,168.26720708226102,84.91504119816894,A,Houston,High School,This is sample text description 915 with various content,Comment 915: Some feedback about the product or service,2024-10-28,2025-06-21 01:26:47,False,False
54,39074.79657938206,39.764757959203614,184.88235316869475,31.655231987929994,C,New York,Bachelor,This is sample text description 916 with various content,Comment 916: Some feedback about the product or service,2024-08-05,2025-06-15 01:26:47,True,False
53,69621.37307349406,76.23090320219387,155.31663438465904,72.12160769385032,B,Houston,High School,This is sample text description 917 with various content,Comment 917: Some feedback about the product or service,2025-04-11,2025-06-29 01:26:47,False,False
52,64245.42979011756,45.49188895075871,184.85219241012726,90.23320520681918,A,New York,PhD,This is sample text description 918 with various content,Comment 918: Some feedback about the product or service,2024-10-28,2025-06-09 01:26:47,False,True
36,524045.12668684265,26.72526297935953,167.5830154858351,92.46547774062194,C,Los Angeles,High School,This is sample text description 919 with various content,Comment 919: Some feedback about the product or service,2025-01-07,2025-06-14 01:26:47,True,True
37,35556.373841460554,21.980534882319002,146.62245166564847,66.52260746136287,D,Chicago,Bachelor,This is sample text description 920 with various content,Comment 920: Some feedback about the product or service,2024-12-11,2025-06-14 01:26:47,True,False
74,102584.25262600546,13.15182669163779,156.33268266517095,50.10702766535674,B,New York,PhD,This is sample text description 921 with various content,Comment 921: Some feedback about the product or service,2024-07-27,2025-06-24 01:26:47,True,False
35,,85.71295598562823,160.36522462264807,90.49709263515038,A,Phoenix,Bachelor,This is sample text description 922 with various content,Comment 922: Some feedback about the product or service,2025-02-07,2025-06-13 01:26:47,True,True
64,18045.76160453182,57.5355403251556,163.76070699217257,69.22202249791658,C,Phoenix,PhD,This is sample text description 923 with various content,Comment 923: Some feedback about the product or service,2025-04-26,2025-06-30 01:26:47,True,True
58,39674.87968125746,7.638494499145598,168.95286741374662,67.61545691095179,B,Chicago,Master,This is sample text description 924 with various content,Comment 924: Some feedback about the product or service,2025-03-07,2025-06-15 01:26:47,True,True
66,68635.52194817411,38.25803235706354,142.96519870238427,56.60718038683404,C,Houston,Master,This is sample text description 925 with various content,Comment 925: Some feedback about the product or service,2024-10-26,2025-06-20 01:26:47,True,False
31,34009.221575346324,36.77336508051099,171.86804392477654,51.25168778712614,B,Houston,Master,This is sample text description 926 with various content,Comment 926: Some feedback about the product or service,2025-04-04,2025-06-10 01:26:47,False,True
32,57030.959176517776,18.173919070946297,159.44909491675116,78.45794753386531,A,New York,Bachelor,This is sample text description 927 with various content,Comment 927: Some feedback about the product or service,2024-10-23,2025-07-01 01:26:47,True,False
48,69015.92600672296,43.550762547219065,183.9052257160106,80.0480718213799,D,Houston,,This is sample text description 928 with various content,Comment 928: Some feedback about the product or service,2024-10-25,2025-06-27 01:26:47,True,False
18,-17768.561653127865,33.209936539313645,167.29823279256027,73.02316002699132,A,Chicago,PhD,This is sample text description 929 with various content,Comment 929: Some feedback about the product or service,2024-07-19,2025-06-22 01:26:47,True,False
70,47839.24600421499,34.18037054921825,179.4284617173273,58.53931327609236,A,New York,PhD,This is sample text description 930 with various content,Comment 930: Some feedback about the product or service,2024-09-21,2025-06-28 01:26:47,False,False
71,48624.18307130244,73.90265577879586,181.10348979914292,54.02501762336276,B,Los Angeles,PhD,This is sample text description 931 with various content,Comment 931: Some feedback about the product or service,2024-08-31,2025-06-22 01:26:47,True,False
71,41758.55088632421,22.32633855051963,180.83273243466218,48.516270171701606,B,Houston,PhD,This is sample text description 932 with various content,Comment 932: Some feedback about the product or service,2025-05-08,2025-06-24 01:26:47,True,False
20,560339.0269892082,64.18599588553555,164.33593257037515,61.5918223588304,A,Houston,High School,This is sample text description 933 with various content,Comment 933: Some feedback about the product or service,2025-04-28,2025-06-26 01:26:47,False,True
33,63150.39214991749,57.06496238809349,164.20799842278677,54.91219652876554,C,New York,Master,This is sample text description 934 with various content,Comment 934: Some feedback about the product or service,2025-04-11,2025-06-06 01:26:47,True,False
40,52841.01888649218,56.809251233786725,167.75026700711686,44.36035457063432,A,Phoenix,High School,This is sample text description 935 with various content,Comment 935: Some feedback about the product or service,2024-10-05,2025-06-16 01:26:47,True,False
74,,66.30073461417759,176.36237375378926,79.77017518529573,B,Houston,High School,This is sample text description 936 with various content,Comment 936: Some feedback about the product or service,2024-11-21,2025-06-16 01:26:47,True,False
28,,54.8382036195654,164.89304730245837,50.214042077725495,C,Chicago,High School,This is sample text description 937 with various content,Comment 937: Some feedback about the product or service,2025-04-16,2025-06-10 01:26:47,False,False
29,509810.68185487145,87.92551148463846,168.80737526409752,84.75884022146101,A,Houston,High School,This is sample text description 938 with various content,Comment 938: Some feedback about the product or service,2025-03-14,2025-06-15 01:26:47,True,True
27,45385.99173609044,67.55800919502597,172.7359381633945,75.91107565170195,A,Los Angeles,Master,This is sample text description 939 with various content,Comment 939: Some feedback about the product or service,2025-01-03,2025-06-23 01:26:47,True,False
49,23754.412293221616,54.696325137138814,160.95108073952133,74.41511781427599,A,Houston,High School,This is sample text description 940 with various content,Comment 940: Some feedback about the product or service,2024-09-29,2025-06-07 01:26:47,True,True
33,18746.904294678432,82.97631202876448,160.31891711670883,94.97963569090138,D,Phoenix,PhD,This is sample text description 941 with various content,Comment 941: Some feedback about the product or service,2024-08-18,2025-06-17 01:26:47,False,False
25,23375.404145718592,60.61465649334797,168.4173611859601,50.71296048903213,A,Houston,Bachelor,This is sample text description 942 with various content,Comment 942: Some feedback about the product or service,2024-08-22,2025-06-21 01:26:47,True,True
55,55566.5812244043,29.1144247785179,169.74178814951642,83.10657994073193,A,New York,PhD,This is sample text description 943 with various content,Comment 943: Some feedback about the product or service,2025-05-13,2025-06-28 01:26:47,True,False
29,,20.70949181765712,174.33885480001643,65.53536140467855,B,Houston,Bachelor,This is sample text description 944 with various content,Comment 944: Some feedback about the product or service,2024-12-21,2025-06-13 01:26:47,False,True
41,20394.318035850734,15.232778566267879,176.71886574951557,108.56605234944311,B,Phoenix,PhD,This is sample text description 945 with various content,Comment 945: Some feedback about the product or service,2024-09-16,2025-06-15 01:26:47,True,False
45,62918.35651587622,89.94552125461016,159.0093717942835,64.28808353291186,A,New York,PhD,This is sample text description 946 with various content,Comment 946: Some feedback about the product or service,2024-09-16,2025-06-26 01:26:47,False,False
70,77486.1902635819,71.01354317980658,161.87915068056435,61.86537495811572,B,Chicago,,This is sample text description 947 with various content,Comment 947: Some feedback about the product or service,2024-09-18,2025-07-03 01:26:47,False,True
25,38030.12766567328,93.73784381643208,160.292477124369,76.383036622859,A,New York,Master,This is sample text description 948 with various content,Comment 948: Some feedback about the product or service,2025-01-07,2025-06-15 01:26:47,False,False
75,15180.36285263252,60.3291805714943,184.12447401591422,66.8663720168704,D,Los Angeles,High School,This is sample text description 949 with various content,Comment 949: Some feedback about the product or service,2024-11-26,2025-07-03 01:26:47,True,False
45,35817.472301961745,47.34008814949126,168.79729409797466,58.623055565501964,A,New York,PhD,This is sample text description 950 with various content,Comment 950: Some feedback about the product or service,2024-10-05,2025-06-10 01:26:47,True,False
53,67089.21253589388,5.971648897088933,170.1612929524502,55.44584824096244,A,Chicago,Master,This is sample text description 951 with various content,Comment 951: Some feedback about the product or service,2024-11-04,2025-07-01 01:26:47,False,True
43,60970.59717069548,67.16422815460298,170.57774364013514,91.87306732581105,B,Houston,High School,This is sample text description 952 with various content,Comment 952: Some feedback about the product or service,2025-02-02,2025-06-20 01:26:47,False,False
